State_Name,District_Name,Crop_Year,Season,Crop,Area,Production,tsavg,rain,soil
Karnataka,BAGALKOT,1998,Rabi       ,Linseed,4667,1667,27.79,543.16,7.5
Karnataka,BAGALKOT,1998,Rabi       ,Maize,10520,24026,27.79,543.16,7.5
Karnataka,BAGALKOT,1998,Rabi       ,Onion,1226,16070,27.79,543.16,7.5
Karnataka,BAGALKOT,1998,Rabi       ,Safflower,4590,3570,27.79,543.16,7.5
Karnataka,BAGALKOT,1998,Rabi       ,Sunflower,41359,16619,27.79,543.16,7.5
Karnataka,BAGALKOT,1998,Rabi       ,Wheat,22207,28030,27.79,543.16,7.5
Karnataka,BAGALKOT,1998,Summer     ,Maize,2252,5016,27.79,543.16,7.5
Karnataka,BAGALKOT,1998,Summer     ,Onion,1032,15017,27.79,543.16,7.5
Karnataka,BAGALKOT,1998,Summer     ,Sunflower,2262,1195,27.79,543.16,7.5
Karnataka,BAGALKOT,1998,Whole Year ,Arecanut,1,7,27.79,543.16,7.5
Karnataka,BAGALKOT,1998,Whole Year ,Coconut ,571,2728,27.79,543.16,7.5
Karnataka,BAGALKOT,1998,Whole Year ,Coriander,43,4,27.79,543.16,7.5
Karnataka,BAGALKOT,1998,Whole Year ,Dry chillies,619,816,27.79,543.16,7.5
Karnataka,BAGALKOT,1998,Whole Year ,Garlic,30,25,27.79,543.16,7.5
Karnataka,BAGALKOT,1998,Whole Year ,Turmeric,305,1872,27.79,543.16,7.5
Karnataka,BAGALKOT,1999,Kharif     ,Arhar/Tur,5126,3589,27.23,353.32,7.5
Karnataka,BAGALKOT,1999,Kharif     ,Bajra,41122,29929,27.23,353.32,7.5
Karnataka,BAGALKOT,1999,Kharif     ,Castor seed,48,37,27.23,353.32,7.5
Karnataka,BAGALKOT,1999,Kharif     ,Cotton(lint),11979,18434,27.23,353.32,7.5
Karnataka,BAGALKOT,1999,Kharif     ,Groundnut,13284,7326,27.23,353.32,7.5
Karnataka,BAGALKOT,1999,Kharif     ,Horse-gram,2555,607,27.23,353.32,7.5
Karnataka,BAGALKOT,1999,Kharif     ,Jowar,11598,21354,27.23,353.32,7.5
Karnataka,BAGALKOT,1999,Kharif     ,Maize,30462,101371,27.23,353.32,7.5
Karnataka,BAGALKOT,1999,Kharif     ,Mesta,9,17,27.23,353.32,7.5
Karnataka,BAGALKOT,1999,Kharif     ,Moong(Green Gram),18730,6423,27.23,353.32,7.5
Karnataka,BAGALKOT,1999,Kharif     ,Niger seed,347,53,27.23,353.32,7.5
Karnataka,BAGALKOT,1999,Kharif     ,Other Kharif pulses,21091,3696,27.23,353.32,7.5
Karnataka,BAGALKOT,1999,Kharif     ,Rice,128,202,27.23,353.32,7.5
Karnataka,BAGALKOT,1999,Kharif     ,Sesamum,1354,607,27.23,353.32,7.5
Karnataka,BAGALKOT,1999,Kharif     ,Small millets,540,190,27.23,353.32,7.5
Karnataka,BAGALKOT,1999,Kharif     ,Soyabean,5098,4262,27.23,353.32,7.5
Karnataka,BAGALKOT,1999,Kharif     ,Sunflower,26250,14837,27.23,353.32,7.5
Karnataka,BAGALKOT,1999,Rabi       ,Gram,18807,12599,27.23,353.32,7.5
Karnataka,BAGALKOT,1999,Rabi       ,Groundnut,15530,20537,27.23,353.32,7.5
Karnataka,BAGALKOT,1999,Rabi       ,Horse-gram,3584,538,27.23,353.32,7.5
Karnataka,BAGALKOT,1999,Rabi       ,Jowar,160974,147679,27.23,353.32,7.5
Karnataka,BAGALKOT,1999,Rabi       ,Linseed,5667,1647,27.23,353.32,7.5
Karnataka,BAGALKOT,1999,Rabi       ,Maize,15401,41391,27.23,353.32,7.5
Karnataka,BAGALKOT,1999,Rabi       ,Other  Rabi pulses,1598,202,27.23,353.32,7.5
Karnataka,BAGALKOT,1999,Rabi       ,Rapeseed &Mustard,74,11,27.23,353.32,7.5
Karnataka,BAGALKOT,1999,Rabi       ,Safflower,3926,2828,27.23,353.32,7.5
Karnataka,BAGALKOT,1999,Rabi       ,Sunflower,24177,15169,27.23,353.32,7.5
Karnataka,BAGALKOT,1999,Rabi       ,Wheat,21584,29875,27.23,353.32,7.5
Karnataka,BAGALKOT,1999,Summer     ,Maize,416,760,27.23,353.32,7.5
Karnataka,BAGALKOT,1999,Summer     ,Sunflower,1527,1065,27.23,353.32,7.5
Karnataka,BAGALKOT,1999,Whole Year ,Banana,954,23628,27.23,353.32,7.5
Karnataka,BAGALKOT,1999,Whole Year ,Coconut ,1283,6130,27.23,353.32,7.5
Karnataka,BAGALKOT,1999,Whole Year ,Coriander,31,3,27.23,353.32,7.5
Karnataka,BAGALKOT,1999,Whole Year ,Dry chillies,579,595,27.23,353.32,7.5
Karnataka,BAGALKOT,1999,Whole Year ,Garlic,30,25,27.23,353.32,7.5
Karnataka,BAGALKOT,1999,Whole Year ,Onion,3614,52778,27.23,353.32,7.5
Karnataka,BAGALKOT,1999,Whole Year ,Sugarcane,53888,6143232,27.23,353.32,7.5
Karnataka,BAGALKOT,1999,Whole Year ,Sweet potato,51,162,27.23,353.32,7.5
Karnataka,BAGALKOT,1999,Whole Year ,Turmeric,310,1684,27.23,353.32,7.5
Karnataka,BAGALKOT,2000,Kharif     ,Arhar/Tur,4984,3693,27.13,500.98,7.5
Karnataka,BAGALKOT,2000,Kharif     ,Bajra,41232,41300,27.13,500.98,7.5
Karnataka,BAGALKOT,2000,Kharif     ,Castor seed,52,67,27.13,500.98,7.5
Karnataka,BAGALKOT,2000,Kharif     ,Cotton(lint),15767,23002,27.13,500.98,7.5
Karnataka,BAGALKOT,2000,Kharif     ,Groundnut,14487,9664,27.13,500.98,7.5
Karnataka,BAGALKOT,2000,Kharif     ,Horse-gram,2359,2902,27.13,500.98,7.5
Karnataka,BAGALKOT,2000,Kharif     ,Jowar,11375,22359,27.13,500.98,7.5
Karnataka,BAGALKOT,2000,Kharif     ,Maize,31263,99110,27.13,500.98,7.5
Karnataka,BAGALKOT,2000,Kharif     ,Mesta,9,17,27.13,500.98,7.5
Karnataka,BAGALKOT,2000,Kharif     ,Moong(Green Gram),23658,10069,27.13,500.98,7.5
Karnataka,BAGALKOT,2000,Kharif     ,Niger seed,435,66,27.13,500.98,7.5
Karnataka,BAGALKOT,2000,Kharif     ,Other Kharif pulses,2961,1001,27.13,500.98,7.5
Karnataka,BAGALKOT,2000,Kharif     ,Rice,171,311,27.13,500.98,7.5
Karnataka,BAGALKOT,2000,Kharif     ,Sesamum,1981,969,27.13,500.98,7.5
Karnataka,BAGALKOT,2000,Kharif     ,Small millets,1142,723,27.13,500.98,7.5
Karnataka,BAGALKOT,2000,Kharif     ,Soyabean,4743,4749,27.13,500.98,7.5
Karnataka,BAGALKOT,2000,Kharif     ,Sunflower,25378,16262,27.13,500.98,7.5
Karnataka,BAGALKOT,2000,Rabi       ,Gram,16454,9834,27.13,500.98,7.5
Karnataka,BAGALKOT,2000,Rabi       ,Groundnut,11875,17305,27.13,500.98,7.5
Karnataka,BAGALKOT,2000,Rabi       ,Horse-gram,1530,490,27.13,500.98,7.5
Karnataka,BAGALKOT,2000,Rabi       ,Jowar,132473,94603,27.13,500.98,7.5
Karnataka,BAGALKOT,2000,Rabi       ,Linseed,4647,1377,27.13,500.98,7.5
Karnataka,BAGALKOT,2000,Rabi       ,Maize,17492,47659,27.13,500.98,7.5
Karnataka,BAGALKOT,2000,Rabi       ,Other  Rabi pulses,677,90,27.13,500.98,7.5
Karnataka,BAGALKOT,2000,Rabi       ,Rapeseed &Mustard,74,11,27.13,500.98,7.5
Karnataka,BAGALKOT,2000,Rabi       ,Safflower,3296,3023,27.13,500.98,7.5
Karnataka,BAGALKOT,2000,Rabi       ,Sunflower,36375,20518,27.13,500.98,7.5
Karnataka,BAGALKOT,2000,Rabi       ,Wheat,23969,37181,27.13,500.98,7.5
Karnataka,BAGALKOT,2000,Summer     ,Maize,3129,8799,27.13,500.98,7.5
Karnataka,BAGALKOT,2000,Summer     ,Sunflower,2901,2163,27.13,500.98,7.5
Karnataka,BAGALKOT,2000,Whole Year ,Arecanut,4,6,27.13,500.98,7.5
Karnataka,BAGALKOT,2000,Whole Year ,Banana,872,14647,27.13,500.98,7.5
Karnataka,BAGALKOT,2000,Whole Year ,Coconut ,1312,6268,27.13,500.98,7.5
Karnataka,BAGALKOT,2000,Whole Year ,Coriander,34,3,27.13,500.98,7.5
Karnataka,BAGALKOT,2000,Whole Year ,Dry chillies,756,654,27.13,500.98,7.5
Karnataka,BAGALKOT,2000,Whole Year ,Garlic,27,22,27.13,500.98,7.5
Karnataka,BAGALKOT,2000,Whole Year ,Onion,3819,33520,27.13,500.98,7.5
Karnataka,BAGALKOT,2000,Whole Year ,Sannhamp,35,9,27.13,500.98,7.5
Karnataka,BAGALKOT,2000,Whole Year ,Sugarcane,62050,7014752,27.13,500.98,7.5
Karnataka,BAGALKOT,2000,Whole Year ,Sweet potato,51,162,27.13,500.98,7.5
Karnataka,BAGALKOT,2000,Whole Year ,Turmeric,301,1476,27.13,500.98,7.5
Karnataka,BAGALKOT,2001,Kharif     ,Arhar/Tur,1502,925,27.63,363.87,7.5
Karnataka,BAGALKOT,2001,Kharif     ,Bajra,15169,11519,27.63,363.87,7.5
Karnataka,BAGALKOT,2001,Kharif     ,Castor seed,19,14,27.63,363.87,7.5
Karnataka,BAGALKOT,2001,Kharif     ,Cotton(lint),14104,22539,27.63,363.87,7.5
Karnataka,BAGALKOT,2001,Kharif     ,Groundnut,14509,17691,27.63,363.87,7.5
Karnataka,BAGALKOT,2001,Kharif     ,Horse-gram,1370,1606,27.63,363.87,7.5
Karnataka,BAGALKOT,2001,Kharif     ,Jowar,6786,12064,27.63,363.87,7.5
Karnataka,BAGALKOT,2001,Kharif     ,Maize,21340,66431,27.63,363.87,7.5
Karnataka,BAGALKOT,2001,Kharif     ,Mesta,5,10,27.63,363.87,7.5
Karnataka,BAGALKOT,2001,Kharif     ,Moong(Green Gram),2301,501,27.63,363.87,7.5
Karnataka,BAGALKOT,2001,Kharif     ,Niger seed,164,25,27.63,363.87,7.5
Karnataka,BAGALKOT,2001,Kharif     ,Other Kharif pulses,450,151,27.63,363.87,7.5
Karnataka,BAGALKOT,2001,Kharif     ,Rice,171,411,27.63,363.87,7.5
Karnataka,BAGALKOT,2001,Kharif     ,Sesamum,897,581,27.63,363.87,7.5
Karnataka,BAGALKOT,2001,Kharif     ,Small millets,43,16,27.63,363.87,7.5
Karnataka,BAGALKOT,2001,Kharif     ,Soyabean,410,303,27.63,363.87,7.5
Karnataka,BAGALKOT,2001,Kharif     ,Sunflower,8560,6843,27.63,363.87,7.5
Karnataka,BAGALKOT,2001,Rabi       ,Gram,25681,17984,27.63,363.87,7.5
Karnataka,BAGALKOT,2001,Rabi       ,Horse-gram,9429,5554,27.63,363.87,7.5
Karnataka,BAGALKOT,2001,Rabi       ,Jowar,170489,125015,27.63,363.87,7.5
Karnataka,BAGALKOT,2001,Rabi       ,Linseed,6261,2641,27.63,363.87,7.5
Karnataka,BAGALKOT,2001,Rabi       ,Maize,15597,43755,27.63,363.87,7.5
Karnataka,BAGALKOT,2001,Rabi       ,Other  Rabi pulses,660,88,27.63,363.87,7.5
Karnataka,BAGALKOT,2001,Rabi       ,Rapeseed &Mustard,74,11,27.63,363.87,7.5
Karnataka,BAGALKOT,2001,Rabi       ,Safflower,4793,2817,27.63,363.87,7.5
Karnataka,BAGALKOT,2001,Rabi       ,Sunflower,48590,24663,27.63,363.87,7.5
Karnataka,BAGALKOT,2001,Rabi       ,Wheat,25855,34969,27.63,363.87,7.5
Karnataka,BAGALKOT,2001,Summer     ,Maize,1396,4066,27.63,363.87,7.5
Karnataka,BAGALKOT,2001,Summer     ,Rice,13,19,27.63,363.87,7.5
Karnataka,BAGALKOT,2001,Summer     ,Sunflower,3442,3365,27.63,363.87,7.5
Karnataka,BAGALKOT,2001,Whole Year ,Arecanut,4,6,27.63,363.87,7.5
Karnataka,BAGALKOT,2001,Whole Year ,Coconut ,1142,5456,27.63,363.87,7.5
Karnataka,BAGALKOT,2001,Whole Year ,Coriander,30,3,27.63,363.87,7.5
Karnataka,BAGALKOT,2001,Whole Year ,Dry chillies,704,608,27.63,363.87,7.5
Karnataka,BAGALKOT,2001,Whole Year ,Onion,6247,64311,27.63,363.87,7.5
Karnataka,BAGALKOT,2001,Whole Year ,Sannhamp,22,5,27.63,363.87,7.5
Karnataka,BAGALKOT,2001,Whole Year ,Sugarcane,60450,5570468,27.63,363.87,7.5
Karnataka,BAGALKOT,2001,Whole Year ,Turmeric,311,1553,27.63,363.87,7.5
Karnataka,BAGALKOT,2002,Kharif     ,Arhar/Tur,2749,1113,28.37,321.68,7.5
Karnataka,BAGALKOT,2002,Kharif     ,Bajra,24007,7171,28.37,321.68,7.5
Karnataka,BAGALKOT,2002,Kharif     ,Castor seed,10,9,28.37,321.68,7.5
Karnataka,BAGALKOT,2002,Kharif     ,Cotton(lint),3511,5149,28.37,321.68,7.5
Karnataka,BAGALKOT,2002,Kharif     ,Groundnut,5720,1920,28.37,321.68,7.5
Karnataka,BAGALKOT,2002,Kharif     ,Horse-gram,2660,2075,28.37,321.68,7.5
Karnataka,BAGALKOT,2002,Kharif     ,Jowar,5551,9005,28.37,321.68,7.5
Karnataka,BAGALKOT,2002,Kharif     ,Maize,20026,60945,28.37,321.68,7.5
Karnataka,BAGALKOT,2002,Kharif     ,Mesta,7,13,28.37,321.68,7.5
Karnataka,BAGALKOT,2002,Kharif     ,Moong(Green Gram),16545,330,28.37,321.68,7.5
Karnataka,BAGALKOT,2002,Kharif     ,Niger seed,122,18,28.37,321.68,7.5
Karnataka,BAGALKOT,2002,Kharif     ,Other Kharif pulses,9360,1646,28.37,321.68,7.5
Karnataka,BAGALKOT,2002,Kharif     ,Rice,112,230,28.37,321.68,7.5
Karnataka,BAGALKOT,2002,Kharif     ,Sesamum,1225,796,28.37,321.68,7.5
Karnataka,BAGALKOT,2002,Kharif     ,Small millets,271,67,28.37,321.68,7.5
Karnataka,BAGALKOT,2002,Kharif     ,Soyabean,1349,728,28.37,321.68,7.5
Karnataka,BAGALKOT,2002,Kharif     ,Sunflower,22376,11438,28.37,321.68,7.5
Karnataka,BAGALKOT,2002,Rabi       ,Gram,26669,17905,28.37,321.68,7.5
Karnataka,BAGALKOT,2002,Rabi       ,Groundnut,10177,12994,28.37,321.68,7.5
Karnataka,BAGALKOT,2002,Rabi       ,Horse-gram,4254,1689,28.37,321.68,7.5
Karnataka,BAGALKOT,2002,Rabi       ,Jowar,157259,98880,28.37,321.68,7.5
Karnataka,BAGALKOT,2002,Rabi       ,Linseed,4997,2207,28.37,321.68,7.5
Karnataka,BAGALKOT,2002,Rabi       ,Maize,9197,31585,28.37,321.68,7.5
Karnataka,BAGALKOT,2002,Rabi       ,Other  Rabi pulses,176,21,28.37,321.68,7.5
Karnataka,BAGALKOT,2002,Rabi       ,Rapeseed &Mustard,80,12,28.37,321.68,7.5
Karnataka,BAGALKOT,2002,Rabi       ,Safflower,3916,2703,28.37,321.68,7.5
Karnataka,BAGALKOT,2002,Rabi       ,Sunflower,55498,31053,28.37,321.68,7.5
Karnataka,BAGALKOT,2002,Rabi       ,Wheat,23327,32386,28.37,321.68,7.5
Karnataka,BAGALKOT,2002,Summer     ,Jowar,2,2,28.37,321.68,7.5
Karnataka,BAGALKOT,2002,Summer     ,Maize,1233,4217,28.37,321.68,7.5
Karnataka,BAGALKOT,2002,Summer     ,Rice,15,16,28.37,321.68,7.5
Karnataka,BAGALKOT,2002,Summer     ,Sunflower,3207,2809,28.37,321.68,7.5
Karnataka,BAGALKOT,2002,Whole Year ,Arcanut (Processed),6,8,28.37,321.68,7.5
Karnataka,BAGALKOT,2002,Whole Year ,Atcanut (Raw),6,40,28.37,321.68,7.5
Karnataka,BAGALKOT,2002,Whole Year ,Banana,466,7118,28.37,321.68,7.5
Karnataka,BAGALKOT,2002,Whole Year ,Brinjal,215,1010,28.37,321.68,7.5
Karnataka,BAGALKOT,2002,Whole Year ,Citrus Fruit,350,3155,28.37,321.68,7.5
Karnataka,BAGALKOT,2002,Whole Year ,Coconut ,877,4190,28.37,321.68,7.5
Karnataka,BAGALKOT,2002,Whole Year ,Coriander,30,3,28.37,321.68,7.5
Karnataka,BAGALKOT,2002,Whole Year ,Dry chillies,543,292,28.37,321.68,7.5
Karnataka,BAGALKOT,2002,Whole Year ,Garlic,18,15,28.37,321.68,7.5
Karnataka,BAGALKOT,2002,Whole Year ,Grapes,608,16383,28.37,321.68,7.5
Karnataka,BAGALKOT,2002,Whole Year ,Mango,287,920,28.37,321.68,7.5
Karnataka,BAGALKOT,2002,Whole Year ,Onion,3329,30605,28.37,321.68,7.5
Karnataka,BAGALKOT,2002,Whole Year ,Other Fresh Fruits,452,955,28.37,321.68,7.5
Karnataka,BAGALKOT,2002,Whole Year ,Papaya,43,117,28.37,321.68,7.5
Karnataka,BAGALKOT,2002,Whole Year ,Pome Fruit,48,168,28.37,321.68,7.5
Karnataka,BAGALKOT,2002,Whole Year ,Sannhamp,22,5,28.37,321.68,7.5
Karnataka,BAGALKOT,2002,Whole Year ,Sugarcane,58694,5241374,28.37,321.68,7.5
Karnataka,BAGALKOT,2002,Whole Year ,Sweet potato,20,63,28.37,321.68,7.5
Karnataka,BAGALKOT,2002,Whole Year ,Tomato,114,639,28.37,321.68,7.5
Karnataka,BAGALKOT,2002,Whole Year ,Turmeric,356,1991,28.37,321.68,7.5
Karnataka,BAGALKOT,2003,Kharif     ,Arhar/Tur,736,40,28.54,274.22,7.5
Karnataka,BAGALKOT,2003,Kharif     ,Bajra,15454,8153,28.54,274.22,7.5
Karnataka,BAGALKOT,2003,Kharif     ,Castor seed,1,1,28.54,274.22,7.5
Karnataka,BAGALKOT,2003,Kharif     ,Cotton(lint),3226,6374,28.54,274.22,7.5
Karnataka,BAGALKOT,2003,Kharif     ,Groundnut,2649,1644,28.54,274.22,7.5
Karnataka,BAGALKOT,2003,Kharif     ,Horse-gram,437,112,28.54,274.22,7.5
Karnataka,BAGALKOT,2003,Kharif     ,Jowar,4339,9345,28.54,274.22,7.5
Karnataka,BAGALKOT,2003,Kharif     ,Maize,14493,52889,28.54,274.22,7.5
Karnataka,BAGALKOT,2003,Kharif     ,Mesta,150,286,28.54,274.22,7.5
Karnataka,BAGALKOT,2003,Kharif     ,Moong(Green Gram),969,56,28.54,274.22,7.5
Karnataka,BAGALKOT,2003,Kharif     ,Niger seed,153,23,28.54,274.22,7.5
Karnataka,BAGALKOT,2003,Kharif     ,Other Kharif pulses,133,45,28.54,274.22,7.5
Karnataka,BAGALKOT,2003,Kharif     ,Rice,93,210,28.54,274.22,7.5
Karnataka,BAGALKOT,2003,Kharif     ,Sesamum,536,236,28.54,274.22,7.5
Karnataka,BAGALKOT,2003,Kharif     ,Small millets,67,39,28.54,274.22,7.5
Karnataka,BAGALKOT,2003,Kharif     ,Soyabean,272,119,28.54,274.22,7.5
Karnataka,BAGALKOT,2003,Kharif     ,Sunflower,11643,9155,28.54,274.22,7.5
Karnataka,BAGALKOT,2003,Rabi       ,Gram,28249,4448,28.54,274.22,7.5
Karnataka,BAGALKOT,2003,Rabi       ,Groundnut,14870,22871,28.54,274.22,7.5
Karnataka,BAGALKOT,2003,Rabi       ,Horse-gram,2879,230,28.54,274.22,7.5
Karnataka,BAGALKOT,2003,Rabi       ,Jowar,134368,10766,28.54,274.22,7.5
Karnataka,BAGALKOT,2003,Rabi       ,Linseed,3523,264,28.54,274.22,7.5
Karnataka,BAGALKOT,2003,Rabi       ,Maize,11898,32576,28.54,274.22,7.5
Karnataka,BAGALKOT,2003,Rabi       ,Other  Rabi pulses,571,76,28.54,274.22,7.5
Karnataka,BAGALKOT,2003,Rabi       ,Rapeseed &Mustard,65,10,28.54,274.22,7.5
Karnataka,BAGALKOT,2003,Rabi       ,Safflower,2767,343,28.54,274.22,7.5
Karnataka,BAGALKOT,2003,Rabi       ,Sunflower,88095,24320,28.54,274.22,7.5
Karnataka,BAGALKOT,2003,Rabi       ,Wheat,15300,18327,28.54,274.22,7.5
Karnataka,BAGALKOT,2003,Summer     ,Jowar,37,98,28.54,274.22,7.5
Karnataka,BAGALKOT,2003,Summer     ,Maize,1515,3310,28.54,274.22,7.5
Karnataka,BAGALKOT,2003,Summer     ,Rice,2,7,28.54,274.22,7.5
Karnataka,BAGALKOT,2003,Summer     ,Sunflower,3232,2693,28.54,274.22,7.5
Karnataka,BAGALKOT,2003,Whole Year ,Arecanut,6,8,28.54,274.22,7.5
Karnataka,BAGALKOT,2003,Whole Year ,Banana,434,7423,28.54,274.22,7.5
Karnataka,BAGALKOT,2003,Whole Year ,Brinjal,1037,4377,28.54,274.22,7.5
Karnataka,BAGALKOT,2003,Whole Year ,Citrus Fruit,374,1368,28.54,274.22,7.5
Karnataka,BAGALKOT,2003,Whole Year ,Coconut ,600,2867,28.54,274.22,7.5
Karnataka,BAGALKOT,2003,Whole Year ,Coriander,26,2,28.54,274.22,7.5
Karnataka,BAGALKOT,2003,Whole Year ,Dry chillies,476,798,28.54,274.22,7.5
Karnataka,BAGALKOT,2003,Whole Year ,Garlic,150,124,28.54,274.22,7.5
Karnataka,BAGALKOT,2003,Whole Year ,Grapes,1829,78515,28.54,274.22,7.5
Karnataka,BAGALKOT,2003,Whole Year ,Mango,601,2073,28.54,274.22,7.5
Karnataka,BAGALKOT,2003,Whole Year ,Onion,4269,27894,28.54,274.22,7.5
Karnataka,BAGALKOT,2003,Whole Year ,Other Fresh Fruits,385,800,28.54,274.22,7.5
Karnataka,BAGALKOT,2003,Whole Year ,Pome Fruit,61,70,28.54,274.22,7.5
Karnataka,BAGALKOT,2003,Whole Year ,Sannhamp,19,5,28.54,274.22,7.5
Karnataka,BAGALKOT,2003,Whole Year ,Sugarcane,38744,2834124,28.54,274.22,7.5
Karnataka,BAGALKOT,2003,Whole Year ,Sweet potato,42,133,28.54,274.22,7.5
Karnataka,BAGALKOT,2003,Whole Year ,Tomato,321,853,28.54,274.22,7.5
Karnataka,BAGALKOT,2004,Kharif     ,Arhar/Tur,3105,655,27.29,442.97,7.5
Karnataka,BAGALKOT,2004,Kharif     ,Bajra,50947,32970,27.29,442.97,7.5
Karnataka,BAGALKOT,2004,Kharif     ,Castor seed,2,2,27.29,442.97,7.5
Karnataka,BAGALKOT,2004,Kharif     ,Cotton(lint),7315,12172,27.29,442.97,7.5
Karnataka,BAGALKOT,2004,Kharif     ,Groundnut,6413,3776,27.29,442.97,7.5
Karnataka,BAGALKOT,2004,Kharif     ,Horse-gram,1710,1049,27.29,442.97,7.5
Karnataka,BAGALKOT,2004,Kharif     ,Jowar,11225,20951,27.29,442.97,7.5
Karnataka,BAGALKOT,2004,Kharif     ,Maize,37419,130280,27.29,442.97,7.5
Karnataka,BAGALKOT,2004,Kharif     ,Mesta,120,229,27.29,442.97,7.5
Karnataka,BAGALKOT,2004,Kharif     ,Moong(Green Gram),37851,4315,27.29,442.97,7.5
Karnataka,BAGALKOT,2004,Kharif     ,Niger seed,226,34,27.29,442.97,7.5
Karnataka,BAGALKOT,2004,Kharif     ,Other Kharif pulses,906,298.98,27.29,442.97,7.5
Karnataka,BAGALKOT,2004,Kharif     ,Rice,64,178.75,27.29,442.97,7.5
Karnataka,BAGALKOT,2004,Kharif     ,Sesamum,948,581,27.29,442.97,7.5
Karnataka,BAGALKOT,2004,Kharif     ,Small millets,54,19,27.29,442.97,7.5
Karnataka,BAGALKOT,2004,Kharif     ,Soyabean,9183,5156,27.29,442.97,7.5
Karnataka,BAGALKOT,2004,Kharif     ,Sunflower,51307,29116,27.29,442.97,7.5
Karnataka,BAGALKOT,2004,Rabi       ,Gram,20960,10288,27.29,442.97,7.5
Karnataka,BAGALKOT,2004,Rabi       ,Groundnut,18828,25292,27.29,442.97,7.5
Karnataka,BAGALKOT,2004,Rabi       ,Horse-gram,1901,591,27.29,442.97,7.5
Karnataka,BAGALKOT,2004,Rabi       ,Jowar,144349,100053,27.29,442.97,7.5
Karnataka,BAGALKOT,2004,Rabi       ,Linseed,3348,658,27.29,442.97,7.5
Karnataka,BAGALKOT,2004,Rabi       ,Maize,12094,42223,27.29,442.97,7.5
Karnataka,BAGALKOT,2004,Rabi       ,Other  Rabi pulses,694,92,27.29,442.97,7.5
Karnataka,BAGALKOT,2004,Rabi       ,Rapeseed &Mustard,70,10,27.29,442.97,7.5
Karnataka,BAGALKOT,2004,Rabi       ,Safflower,2857,943,27.29,442.97,7.5
Karnataka,BAGALKOT,2004,Rabi       ,Sunflower,62717,35641,27.29,442.97,7.5
Karnataka,BAGALKOT,2004,Rabi       ,Wheat,21202,32903,27.29,442.97,7.5
Karnataka,BAGALKOT,2004,Summer     ,Maize,1509,5691,27.29,442.97,7.5
Karnataka,BAGALKOT,2004,Summer     ,Sunflower,4087,3052,27.29,442.97,7.5
Karnataka,BAGALKOT,2004,Whole Year ,Arecanut,2,3,27.29,442.97,7.5
Karnataka,BAGALKOT,2004,Whole Year ,Banana,191,7032,27.29,442.97,7.5
Karnataka,BAGALKOT,2004,Whole Year ,Coconut ,452,21813.52,27.29,442.97,7.5
Karnataka,BAGALKOT,2004,Whole Year ,Coriander,31,3,27.29,442.97,7.5
Karnataka,BAGALKOT,2004,Whole Year ,Dry chillies,601,459,27.29,442.97,7.5
Karnataka,BAGALKOT,2004,Whole Year ,Garlic,150,124,27.29,442.97,7.5
Karnataka,BAGALKOT,2004,Whole Year ,Onion,6986,65436,27.29,442.97,7.5
Karnataka,BAGALKOT,2004,Whole Year ,Sweet potato,57,181,27.29,442.97,7.5
Karnataka,BAGALKOT,2004,Whole Year ,Turmeric,374,2277,27.29,442.97,7.5
Karnataka,BAGALKOT,2005,Kharif     ,Arhar/Tur,2984,1032,26.68,722.46,7.5
